schemaVersion,suiteId,seed,caseId,exactDepth,algorithm,repetitionIndex,status,solutionDepth,solutionMoves,nodesExpanded,nodesGenerated,limitReason,elapsedMs
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:15|X:2.2|Y:1.0|Z:2.2,2,BFS,4,SOLVED,2,B_CCW R_CW,83,996,,2
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:20|X:1.2|Y:2.0|Z:1.1,2,BIDIRECTIONAL_BFS,0,SOLVED,2,R_CW B_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:20|X:1.2|Y:2.0|Z:1.1,2,IDA_STAR,0,SOLVED,2,R_CW B_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:20|X:1.2|Y:2.0|Z:1.1,2,BFS,0,SOLVED,2,R_CW B_CW,93,1116,,2
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:20|X:1.2|Y:2.0|Z:1.1,2,IDA_STAR,1,SOLVED,2,R_CW B_CW,2,24,,0
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:20|X:1.2|Y:2.0|Z:1.1,2,BFS,1,SOLVED,2,R_CW B_CW,93,1116,,2
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:20|X:1.2|Y:2.0|Z:1.1,2,BIDIRECTIONAL_BFS,1,SOLVED,2,R_CW B_CW,2,24,,1
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:20|X:1.2|Y:2.0|Z:1.1,2,BFS,2,SOLVED,2,R_CW B_CW,93,1116,,1
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:20|X:1.2|Y:2.0|Z:1.1,2,BIDIRECTIONAL_BFS,2,SOLVED,2,R_CW B_CW,2,24,,1
1,phase5c-timing-v1,phase5c-timing-v1,d2:C:20|X:1.2|Y:2.0|Z:1.1,2,IDA_STAR,2,SOLVED,2,R_CW B_CW,2,24,,0
